id,predmet,cyklus,typ,komponent,tematický celok,typ štandardu,definicia,zmena
sk1-hc-001,Slovenský jazyk a literatúra,1,Hlavný cieľ,,,,Hlavným cieľom 1. cyklu je vytvárať základy čitateľskej a pisateľskej gramotnosti v nadväznosti na predchádzajúce skúsenosti žiaka. Zámerom je pomocou všetkých dostupných prostriedkov utvárať čitateľské a pisateľské návyky žiaka a formovať ho ako čitateľa a pisateľa.,
sk1-c-001,Slovenský jazyk a literatúra,1,Cieľ vzdelávania,,,,Viesť jednoduchý dialóg primerane situácii a komunikačnému partnerovi.,
sk1-c-002,Slovenský jazyk a literatúra,1,Cieľ vzdelávania,,,,Vyjadriť myšlienky v súvislom hovorenom prejave.,
sk1-c-003,Slovenský jazyk a literatúra,1,Cieľ vzdelávania,,,,Písať čitateľným rukopisom a uplatniť pri písaní základné pravopisné pravidlá.,
sk1-c-004,Slovenský jazyk a literatúra,1,Cieľ vzdelávania,,,,Vytvoriť primeraný písaný a obrazovo-písaný text. 📖🖼️,
sk1-c-005,Slovenský jazyk a literatúra,1,Cieľ vzdelávania,,,,Počúvať a čítať primerané vecné texty. 📖,
sk1-c-006,Slovenský jazyk a literatúra,1,Cieľ vzdelávania,,,,Orientovať sa v nesúvislých a obrazovo-písaných textoch. 📖,
sk1-c-007,Slovenský jazyk a literatúra,1,Cieľ vzdelávania,,,,"Počúvať a čítať primerané literárne texty, interpretovať ich obsah a obraznosť v kontexte vlastných skúseností. 📖",
sk1-c-008,Slovenský jazyk a literatúra,1,Cieľ vzdelávania,,,,Identifikovať v texte explicitné informácie a vyvodiť z textu základné implicitné informácie. 📖,
sk1-c-009,Slovenský jazyk a literatúra,1,Cieľ vzdelávania,,,,Klásť otázky zamerané na obsah textu a na vlastné porozumenie textu. 📖 🏛️🙋‍♀️,
sk1-c-010,Slovenský jazyk a literatúra,1,Cieľ vzdelávania,,,,Vyjadriť verbálne a neverbálne predstavu o sebe a svoje prežívanie okolitého sveta. 🌍 🧑‍🤝‍🧑❤️,
sk1-c-011,Slovenský jazyk a literatúra,1,Cieľ vzdelávania,,,,Použiť pri porozumení a tvorení textu primerané jazykové znalosti. 📖,
sk1-v-001,Slovenský jazyk a literatúra,1,Výkonový štandard,Komunikačná interakcia,,,Nadviazať kontakt s komunikačným partnerom. 🧑‍🤝‍🧑❤️,
sk1-v-002,Slovenský jazyk a literatúra,1,Výkonový štandard,Komunikačná interakcia,,,Poďakovať a ospravedlniť sa primerane adresátovi a prostrediu. 🧑‍🤝‍🧑❤️,
sk1-v-003,Slovenský jazyk a literatúra,1,Výkonový štandard,Komunikačná interakcia,,,"Sformulovať otázku, prosbu, prianie, nesúhlas, námietku a jednoduché zdôvodnenie. 🧑‍🤝‍🧑❤️",
sk1-v-004,Slovenský jazyk a literatúra,1,Výkonový štandard,Komunikačná interakcia,,,Požiadať o informáciu a na požiadanie informáciu poskytnúť. 🧑‍🤝‍🧑❤️,
sk1-v-005,Slovenský jazyk a literatúra,1,Výkonový štandard,Komunikačná interakcia,,,Viesť jednoduchý dialóg a klásť vecné otázky.,
sk1-v-006,Slovenský jazyk a literatúra,1,Výkonový štandard,Komunikačná interakcia,,,Pozorne počúvať partnera v dialógu a reagovať na jeho repliky. 🧑‍🤝‍🧑❤️,
sk1-v-007,Slovenský jazyk a literatúra,1,Výkonový štandard,Komunikačná interakcia,,,"Vyjadriť myšlienky, potreby a pocity jazykovo a sociálne primeraným spôsobom. 📱 🌍",
sk1-o-001,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Komunikačné zvyklosti,,"Rozlišovanie pozdravov, predstavenia sa, oslovenia, tykania/vykania vo verejnom a v súkromnom komunikačnom prostredí.",
sk1-o-002,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Komunikačné zvyklosti,,Formulovanie ústneho poďakovania a ospravedlnenia.,
sk1-o-003,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Komunikačné zámery a ich vyjadrenie,,Formulovanie zisťovacích a doplňovacích otázok.,
sk1-o-004,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Komunikačné zámery a ich vyjadrenie,,"Formulovanie prosby, priania, nesúhlasu a námietky, porovnávanie rôznych spôsobov ich vyjadrenia.",
sk1-o-005,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Komunikačné zámery a ich vyjadrenie,,Formulovanie jednoduchého zdôvodnenia javu alebo vlastného konania. 🏛️🙋‍♀️,
sk1-o-006,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Komunikačné zámery a ich vyjadrenie,,Formulovanie vlastných potrieb a prežívaných pocitov primeraným spôsobom. 🧑‍🤝‍🧑❤️,
sk1-o-007,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Komunikačné zámery a ich vyjadrenie,,Presnosť a pravdivosť vyjadrenia pri požiadaní o informáciu a pri poskytnutí informácie. 🧑‍🤝‍🧑❤️,
sk1-o-008,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Dialóg,,"Nácvik jednoduchého dialógu v dvojici: kladenie otázok a formulovanie odpovedí, pravidelné striedanie replík oboch komunikačných partnerov. 🧑‍🤝‍🧑❤️",
sk1-o-009,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Dialóg,,Pozorné počúvanie komunikačného partnera. 🧑‍🤝‍🧑❤️,
sk1-o-010,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Dialóg,,Priamy dialóg a telefonický dialóg.,
sk1-o-011,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Dialóg,,Nácvik dialógu v dvojiciach alebo v skupinách pri riešení úloh.,
sk1-o-012,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Komunikačné prostriedky a pravidlá,,Rozširovanie slovnej zásoby prostredníctvom tém dialógu.,
sk1-o-013,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Komunikačné prostriedky a pravidlá,,Používanie vhodných slovných spojení a viet pri vyjadrovaní rôznych komunikačných zámerov.,
sk1-o-014,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Komunikačné prostriedky a pravidlá,,Uplatňovanie a rozlišovanie melódie viet podľa komunikačného zámeru.,
sk1-o-015,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Komunikačné prostriedky a pravidlá,,Funkčné používanie pohybových prostriedkov počas dialógu.,
sk1-o-016,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,Komunikačné prostriedky a pravidlá,,"Uplatňovanie pravidiel spisovnej výslovnosti (kvantita, výslovnosť dvojhlások, slovný prízvuk, spodobovanie a splývavá výslovnosť).",
sk1-o-017,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Pozdrav, predstavenie sa, tykanie/vykanie, poďakovanie, ospravedlnenie.",
sk1-o-018,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Prosba, prianie, nesúhlas, námietka, požiadanie o informáciu, poskytnutie informácie, zdôvodnenie.",
sk1-o-019,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Rozhovor, otázka (zisťovacia a doplňovacia), odpoveď, pozorné počúvanie.",
sk1-o-020,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Slovo, slovné spojenie, veta.",
sk1-o-021,Slovenský jazyk a literatúra,1,Obsahový štandard,Komunikačná interakcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Spisovná výslovnosť (hláska, dĺžka hlásky, dvojhláska, prízvuk, melódia).",
sk1-v-008,Slovenský jazyk a literatúra,1,Výkonový štandard,Hovorená produkcia,,,Zhromaždiť základné informácie k téme hovoreného prejavu. 📱,
sk1-v-009,Slovenský jazyk a literatúra,1,Výkonový štandard,Hovorená produkcia,,,Sformulovať jednoduchú ústnu informáciu.,
sk1-v-010,Slovenský jazyk a literatúra,1,Výkonový štandard,Hovorená produkcia,,,Vyrozprávať príbeh na základe vlastnej skúsenosti alebo zážitku.,
sk1-v-011,Slovenský jazyk a literatúra,1,Výkonový štandard,Hovorená produkcia,,,Povedať hlavné znaky pozorovaného objektu a pozorovanej činnosti.,
sk1-v-012,Slovenský jazyk a literatúra,1,Výkonový štandard,Hovorená produkcia,,,Predniesť jednoduchý príležitostný prejav.,
sk1-v-013,Slovenský jazyk a literatúra,1,Výkonový štandard,Hovorená produkcia,,,Korigovať nepresnosti alebo nejasnosti vo svojom ústnom vyjadrení.,
sk1-v-014,Slovenský jazyk a literatúra,1,Výkonový štandard,Hovorená produkcia,,,Vypočuť hovorený prejav a klásť otázky k jeho obsahu.,
sk1-v-015,Slovenský jazyk a literatúra,1,Výkonový štandard,Hovorená produkcia,,,"Uplatniť pri hovorení situačne vhodné jazykové, zvukové a pohybové prostriedky.",
sk1-o-022,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Príprava a prednes hovoreného prejavu,,Výber témy hovoreného prejavu s pomocou učiteľa alebo samostatne.,
sk1-o-023,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Príprava a prednes hovoreného prejavu,,Zhromažďovanie slovnej zásoby a informácií potrebných na rozvíjanie témy. 📱,
sk1-o-024,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Príprava a prednes hovoreného prejavu,,"Rozvíjanie témy podľa komunikačného zámeru: informovať, rozprávať, opísať.",
sk1-o-025,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Príprava a prednes hovoreného prejavu,,"Členenie textu, využitie obrázkovej alebo slovnej osnovy. 🖼️",
sk1-o-026,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Príprava a prednes hovoreného prejavu,,"Artikulačné a výslovnostné cvičenia, cvičenia na moduláciu hlasu a na situačne vhodné používanie mimiky a gest.",
sk1-o-027,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Príprava a prednes hovoreného prejavu,,Prednes hovoreného prejavu v prostredí triedy.,
sk1-o-028,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Príprava a prednes hovoreného prejavu,,Jednoduché techniky zvládania trémy pri prednese prejavu. 🧑‍🤝‍🧑❤️,delete
sk1-o-029,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Reflexia hovoreného/počúvaného prejavu,,Úprava nepresností a nejasností v ústnom vyjadrení pomocou učiteľa alebo spolužiakov.,
sk1-o-030,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Reflexia hovoreného/počúvaného prejavu,,Pozorné počúvanie hovoreného prejavu spolužiakov a iných hovoriacich.,
sk1-o-031,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Reflexia hovoreného/počúvaného prejavu,,"Kladenie otázok k obsahu počúvaného prejavu, vyslovovanie predpokladov.",
sk1-o-032,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Reflexia hovoreného/počúvaného prejavu,,Formulovanie odpovedí na položené otázky.,
sk1-o-033,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Žánre hovoreného textu,,"Vyjadrenie kľúčových informácií v jednoduchom informačnom texte (odkaz, oznam). 📖",
sk1-o-034,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Žánre hovoreného textu,,"Jednoduché rozprávanie: prežitá skúsenosť, reálny alebo vymyslený príbeh.",
sk1-o-035,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Žánre hovoreného textu,,Uplatnenie časovej postupnosti v rozprávaní.,
sk1-o-036,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Žánre hovoreného textu,,Jednoduchý opisný text: postupnosť dejov pri opise pracovného postupu; hlavné znaky opisovaného objektu (konkrétny predmet alebo blízka osoba).,
sk1-o-037,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Žánre hovoreného textu,,"Jednoduchý príležitostný prejav: nácvik ústneho pozvania, privítania, rozlúčenia, blahoželania a tradičného vinša.",
sk1-o-038,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Komunikačné prostriedky a pravidlá,,Vyjadrovanie myšlienok v ucelených vetách a jednoduchých súvetiach.,
sk1-o-039,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Komunikačné prostriedky a pravidlá,,"Používanie viet s rôznymi komunikačnými zámermi: oznámenie, otázka, výzva (rozkaz, prosba), prianie, nesúhlas, námietka.",
sk1-o-040,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Komunikačné prostriedky a pravidlá,,"Vyjadrovanie vzťahu k pomenúvaným javom prostredníctvom emocionálnych slov alebo jednoduchých frazém (prirovnania alebo iné frazémy, ktorým žiaci rozumejú).",
sk1-o-041,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Komunikačné prostriedky a pravidlá,,"Uplatňovanie jednoduchých lexikálnych vzťahov v texte: významové okruhy slov, slovotvorne súvisiace slová, slová s podobným a opačným významom, nadradené a podradené slová.",
sk1-o-042,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Komunikačné prostriedky a pravidlá,,"Uplatňovanie melódie, významovej pauzy a tempa prejavu podľa obsahu a komunikačného zámeru textu.",
sk1-o-043,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Komunikačné prostriedky a pravidlá,,"Uplatňovanie pravidiel spisovnej výslovnosti (kvantita, výslovnosť dvojhlások, slovný prízvuk, spodobovanie a splývavá výslovnosť).",
sk1-o-044,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,Komunikačné prostriedky a pravidlá,,Pozorovanie rozdielov medzi spisovnou výslovnosťou a bežnou výslovnosťou v danom regióne alebo v miestnom nárečí. 🌍,
sk1-o-045,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Téma, rozvíjanie témy, osnova (úvod, jadro, záver), časová postupnosť.",
sk1-o-046,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Informácia (odkaz, oznam), rozprávanie (zážitok, skúsenosť, príbeh), opis (pracovného postupu, predmetu, osoby).",
sk1-o-047,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Pozvanie, privítanie, rozlúčenie, blahoželanie, vinš.",
sk1-o-048,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Zámer vety: oznámenie, otázka, rozkaz, prosba, prianie, nesúhlas, námietka, zdôvodnenie.",
sk1-o-049,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Slová s podobným významom, slová s opačným významom, nadradené a podradené slová, citovo zafarbené slová, prirovnanie.",
sk1-o-050,Slovenský jazyk a literatúra,1,Obsahový štandard,Hovorená produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Spisovná výslovnosť (melódia, prestávka, prízvuk, dĺžka hlásky, dvojhláska).",
sk1-v-016,Slovenský jazyk a literatúra,1,Výkonový štandard,Písaná produkcia,,,Písať všetky písmená slovenskej abecedy automatizovane a čitateľne.,
sk1-v-017,Slovenský jazyk a literatúra,1,Výkonový štandard,Písaná produkcia,,,Vytvoriť súvislý písaný alebo obrazovo-písaný text na tému blízku ich životnej a jazykovej skúsenosti. 🖼️,
sk1-v-018,Slovenský jazyk a literatúra,1,Výkonový štandard,Písaná produkcia,,,Vyjadriť písaním svoje pocity a predstavy. 🌍 🧑‍🤝‍🧑❤️,delete
sk1-v-019,Slovenský jazyk a literatúra,1,Výkonový štandard,Písaná produkcia,,,Zhromaždiť základné informácie k téme textu. 📱,
sk1-v-020,Slovenský jazyk a literatúra,1,Výkonový štandard,Písaná produkcia,,,Napísať jednoduchý informačný text. 📖,
sk1-v-021,Slovenský jazyk a literatúra,1,Výkonový štandard,Písaná produkcia,,,"Napísať príbeh, vlastnú skúsenosť alebo zážitok. 📖",
sk1-v-022,Slovenský jazyk a literatúra,1,Výkonový štandard,Písaná produkcia,,,Zapísať hlavné znaky pozorovaného objektu a pozorovanej činnosti. 📖,
sk1-v-023,Slovenský jazyk a literatúra,1,Výkonový štandard,Písaná produkcia,,,Upraviť obsahovú a jazykovú stránku napísaného textu.,
sk1-v-024,Slovenský jazyk a literatúra,1,Výkonový štandard,Písaná produkcia,,,Uplatniť pri písaní osvojené pravopisné pravidlá.,
sk1-o-051,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Elementárne písanie,,"Prípravné (predpisateľské) cviky, percepčno-motorické zručnosti pri písaní.",
sk1-o-052,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Elementárne písanie,,"Fonematická analýza a diferenciácia, prevod hlásky na písmeno.",
sk1-o-053,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Elementárne písanie,,Písanie písmen slovenskej abecedy.,
sk1-o-054,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Elementárne písanie,,"Písanie slov, odpis písaného textu, prepis tlačeného textu, písanie podľa diktovania.",
sk1-o-055,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Elementárne písanie,,Písomné vyjadrovanie vlastných myšlienok. 📖,
sk1-o-056,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Proces tvorenia textu,,Výber témy písaného textu pomocou učiteľa alebo samostatne. 📖,
sk1-o-057,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Proces tvorenia textu,,"Rozvíjanie témy podľa komunikačného/autorského zámeru: informácia, rozprávanie, opis, voľné písanie. 📖",
sk1-o-058,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Proces tvorenia textu,,Využívanie základných spôsobov zhromažďovania myšlienok k téme. 📱,
sk1-o-059,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Proces tvorenia textu,,"Výber vhodných slov, slovných spojení a vetných celkov podľa komunikačného/autorského zámeru. 📖",
sk1-o-060,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Proces tvorenia textu,,Využívanie obrázkovej alebo slovnej osnovy pri členení textu. 🖼️,
sk1-o-061,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Proces tvorenia textu,,Tvorenie konceptu textu a jeho úprava pomocou učiteľa alebo prostredníctvom kontrolných otázok. 📖,
sk1-o-062,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Proces tvorenia textu,,Prezentovanie vlastného textu v prostredí triedy.,
sk1-o-063,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Žánre písaného textu,,"Vyjadrenie kľúčových informácií v jednoduchom informačnom texte (oznam, správa). 📖",
sk1-o-064,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Žánre písaného textu,,"Tvorenie jednoduchého nesúvislého textu (zoznam) a obrazovo-písaného textu (pozvánka, pohľadnica). 📖🖼️ €📊",
sk1-o-065,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Žánre písaného textu,,"Jednoduché písomné rozprávanie: vyjadrenie prežitej udalosti, zážitku, vymyslený príbeh. 📖",
sk1-o-066,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Žánre písaného textu,,Uplatnenie časovej postupnosti v rozprávaní. 📖,
sk1-o-067,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Žánre písaného textu,,Jednoduchý opisný text: postupnosť dejov pri opise pracovného postupu; hlavné znaky opisovaného objektu (konkrétny predmet alebo blízka osoba). 📖,
sk1-o-068,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Žánre písaného textu,,Jednoduché techniky tvorivého písania. 📖,
sk1-o-069,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Komunikačné prostriedky a pravidlá,,"Vyjadrovanie myšlienok vo vetách a v jednoduchých súvetiach s rôznymi komunikačnými zámermi: oznámenie, výzva (rozkaz, prosba), prianie, nesúhlas, námietka.",
sk1-o-070,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Komunikačné prostriedky a pravidlá,,"Používanie základných prostriedkov nadväzovania viet v texte (opakovanie slova, synonymá, zámená, rovnaký tvar slovesa).",
sk1-o-071,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Komunikačné prostriedky a pravidlá,,"Uplatňovanie jednoduchých lexikálnych vzťahov v texte: významové okruhy slov, slovotvorne súvisiace slová, slová s podobným a opačným významom, nadradené a podradené slová.",
sk1-o-072,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Komunikačné prostriedky a pravidlá,,"Vyjadrovanie vzťahu k pomenúvaným javom prostredníctvom emocionálnych slov alebo jednoduchých frazém (prirovnania alebo iné frazémy, ktorým žiaci rozumejú).",
sk1-o-073,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Osvojovanie a uplatňovanie pravopisu,,"Fonematický pravopis: rozlišovacie znamienka; delenie hlások na samohlásky (krátke, dlhé), dvojhlásky a spoluhlásky (tvrdé, mäkké) ako východisko uplatňovania fonematického pravopisu; pravopis i/í po mäkkých spoluhláskach, y/ý po tvrdých spoluhláskach; slabičný pravopis (de, le, lie atď.); pravopis dvojhlások, pravopis ä, dvojzložkové písmená (ch, dz, dž); pravopis slabík so slabikotvornými spoluhláskami.",
sk1-o-074,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Osvojovanie a uplatňovanie pravopisu,,"Sémantický pravopis: písanie veľkého písmena na začiatku vety; rozlišovanie pravopisu všeobecných a vlastných podstatných mien (mená osôb, zvierat, miestne geografické názvy).",
sk1-o-075,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Osvojovanie a uplatňovanie pravopisu,,"Etymologický pravopis: vymedzenie obojakých spoluhlások; písanie i/y, í/ý po obojakých spoluhláskach v koreňoch domácich slov (frekventovaných a deťom blízkych); pravopis prevzatých slov (frekventovaných a deťom blízkych).",
sk1-o-076,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Osvojovanie a uplatňovanie pravopisu,,"Morfematický pravopis: vybrané slovesné tvary a slovotvorné prípony: jednotné písanie i/í v tvaroch minulého času; jednotné písanie i/í ako tematickej morfémy (robiť, robím); jednotné písanie prípon pri zdrobnených, zveličených alebo citovo zafarbených slovách (nos-ík, nos-isko, mam-ička).",
sk1-o-077,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,Osvojovanie a uplatňovanie pravopisu,,Interpunkčný pravopis: interpunkčné znamienka na konci vety; použitie spojovníka pri delení slov na konci riadka; písanie čiarky v jednoduchej vete.,
sk1-o-078,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Písmeno, abeceda, písané písmo, tlačené písmo.",
sk1-o-079,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Text, téma, rozvíjanie témy, osnova (úvod, jadro, záver), časová postupnosť.",
sk1-o-080,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Informácia (odkaz, oznam, pozvánka, pohľadnica), rozprávanie (zážitok, skúsenosť, príbeh), opis (pracovného postupu, predmetu, osoby).",
sk1-o-081,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Zámer vety: oznámenie, otázka, rozkaz, prosba, prianie, nesúhlas, námietka, zdôvodnenie.",
sk1-o-082,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Slová s podobným významom, slová s opačným významom, nadradené a podradené slová, citovo zafarbené slová, prirovnanie.",
sk1-o-083,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,Pravopis a pravopisné pravidlo.,
sk1-o-084,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Rozlišovacie znamienka; samohlásky (krátke, dlhé), dvojhlásky a spoluhlásky (tvrdé, mäkké), slabikotvorné spoluhlásky.",
sk1-o-085,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Pravopis vlastných podstatných mien (mená osôb a zvierat, miestne geografické názvy).",
sk1-o-086,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Obojaké spoluhlásky, vybrané slová, príbuzné slová.",
sk1-o-087,Slovenský jazyk a literatúra,1,Obsahový štandard,Písaná produkcia,"Termíny, ktoré si má žiak osvojiť (na základe pochopenia pojmu)",,"Veta, začiatok vety, koniec vety, interpunkčné znamienka (bodka, otáznik, výkričník, čiarka, spojovník).",
sk1-v-025,Slovenský jazyk a literatúra,1,Výkonový štandard,Vecná recepcia,,,"Prečítať primerane náročný vecný text plynulo a správne, nahlas a potichu. 📖",
sk1-v-026,Slovenský jazyk a literatúra,1,Výkonový štandard,Vecná recepcia,,,Identifikovať doslovné (explicitné) informácie v počúvanom a v čítanom texte. 📖,
sk1-v-027,Slovenský jazyk a literatúra,1,Výkonový štandard,Vecná recepcia,,,Vyvodiť základné implicitné informácie z počúvaného a z čítaného textu. 📖,
sk1-v-028,Slovenský jazyk a literatúra,1,Výkonový štandard,Vecná recepcia,,,Orientovať sa v nesúvislom a obrazovo-písanom texte. 📖🖼️,
sk1-v-029,Slovenský jazyk a literatúra,1,Výkonový štandard,Vecná recepcia,,,Reprodukovať text vlastnými slovami a zhrnúť kľúčové informácie. 📖,
sk1-v-030,Slovenský jazyk a literatúra,1,Výkonový štandard,Vecná recepcia,,,Sledovať vlastné porozumenie textu. 📖,
sk1-v-031,Slovenský jazyk a literatúra,1,Výkonový štandard,Vecná recepcia,,,"Rozlíšiť medzi informáciou, opisom a rozprávaním. 📖",
sk1-v-032,Slovenský jazyk a literatúra,1,Výkonový štandard,Vecná recepcia,,,"Použiť pri porozumení textu primerané znalosti slovnej zásoby, základných lexikálnych vzťahov a vetných celkov. 📖",
sk1-o-088,Slovenský jazyk a literatúra,1,Obsahový štandard,Vecná recepcia,Elementárne čítanie,,"Fonematické uvedomovanie – sluchová analýza zvukových jednotiek hovorenej reči (rozlišovanie slov, slabík, identifikácia hlásky). 📖",
