id_temp,id,predmet,cyklus,typ,komponent,tematický celok,typ štandardu,definicia,zmena,tooltip,tooltip_text
656,sj1-c-004,Slovenský jazyk a slovenská literatúra,1,Cieľ vzdelávania,Recepcia,,,"Vyjadrovať svoje potreby, pocity, a jednoduché myšlienky ústne a písomne.",,,
657,sj1-c-005,Slovenský jazyk a slovenská literatúra,1,Cieľ vzdelávania,Recepcia,,,"Viesť krátky rozhovor, klásť otázky a primerane reagovať.",,,
658,sj1-c-006,Slovenský jazyk a slovenská literatúra,1,Cieľ vzdelávania,Recepcia,,,Čítať krátke a jednoduché texty s porozumením.,,,
659,sj1-c-007,Slovenský jazyk a slovenská literatúra,1,Cieľ vzdelávania,Recepcia,,,Orientovať sa v jednoduchých obrazových a písaných textoch.,,,
660,sj1-c-008,Slovenský jazyk a slovenská literatúra,1,Cieľ vzdelávania,Recepcia,,,Používať základné jazykové pravidlá v komunikácii.,,,
661,sj1-c-009,Slovenský jazyk a slovenská literatúra,1,Cieľ vzdelávania,Recepcia,,,Používať jednoduché informácie získané z rôznych vzdelávacích oblastí.,,,
662,sj1-v-002,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Počúvanie s porozumením,,"Porozumieť významu vybraných pojmov, bežným príkazom, pokynom, pozdravom a zdvorilostným prejavom;",,,
663,sj1-v-003,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Počúvanie s porozumením,,Presne porozumieť hlavným častiam vypočutého prejavu;,new,,
664,sj1-v-004,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Počúvanie s porozumením,,Porozumieť reči v transakčných rečových situáciách;,new,,
665,sj1-v-005,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Počúvanie s porozumením,,"Porozumieť jednoduchému čítanému východiskovému textu, súvislému prejavu, dialógu a čítanej krátkej jednoduchej rozprávke bez výskytu neznámych slov;",new,,
666,sj1-v-006,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Počúvanie s porozumením,,"Reagovať na otázky, príkazy, povely a pokyny.",,,
667,sj1-v-007,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Čítanie s porozumením,,Po príprave čítať jednoduché a krátke vekuprimerané texty;,,,
668,sj1-v-008,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Čítanie s porozumením,,Odpovedať na otázky súvisiace s prečítaným vecným alebo literárnym textom;,,,
669,sj1-v-009,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Čítanie s porozumením,,Vyhľadať v texte základné informácie na základe pomocných otázok;,,,
670,sj1-v-010,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Čítanie s porozumením,,Podľa vzoru tvoriť jednoduché otázky k prečítanému textu;,,,
671,sj1-v-011,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Čítanie s porozumením,,Po príprave reprodukovať stručný obsah prečítaného vecného a literárneho textu na základe osnovy alebo pomocných otázok;,new,,
672,sj1-v-012,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Čítanie s porozumením,,Porozumieť písaným jednoduchým pokynom bez výskytu neznámych slov a konať podľa nich;,new,,
673,sj1-v-013,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Čítanie s porozumením,,Identifikovať vo vecnom a literárnom texte základné explicitné informácie na základe pomocných otázok;,new,,
674,sj1-v-014,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Čítanie s porozumením,,"Vyhľadať v detských knihách, časopisoch a encyklopédiách texty podľa vlastných záujmov;",new,,
675,sj1-v-015,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Čítanie s porozumením,,Podľa pokynov pracovať s obrázkovým slovníkom.,,,
676,sj1-o-003,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Funkcie jazyka,,"Nadviazanie kontaktu pri stretnutí s osobami hovoriacimi po slovensky: pozdravy, odpovedať na pozdravy, oslovenia, pozvať, privítať, lúčiť sa, zdvorilostné výrazy, blahoželania, predstaviť sa, predstaviť niekoho, rozlúčiť sa, prosba, slušne vyjadriť prosby.",,,
677,sj1-o-004,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Funkcie jazyka,,"Požiadanie a poskytnutie informácie: získať informácie, požiadať o pomoc alebo o radu, upozorniť, identifikovať niekoho alebo niečo.",,,
678,sj1-o-005,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Funkcie jazyka,,"Vyjadrenie želania a pocitov: vyjadriť radosť, smútok, slušne vyjadriť prosbu, požiadať o pomoc, vyjadriť radosť, vyjadriť fyzickú bolesť, smútok, prekvapenie.",,,
679,sj1-o-006,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Funkcie jazyka,,Oznámenie a vyjadrenie stanoviska: získavať informácie a informovať druhých v rámci tematických okruhov.,,,
680,sj1-o-007,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Funkcie jazyka,,"Predstavenie záľub a preferencií: vyjadriť, že sa niečo páči/nepáči, vyjadriť, že komunikujúca osoba niekoho alebo niečo má/nemá rada.",,,
681,sj1-o-008,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Funkcie jazyka,,"Opis: jednoducho opísať osobu, predmet, zviera.",,,
682,sj1-o-009,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Funkcie jazyka,,"Vyjadrenie názoru: vyjadriť, či je tvrdenie pravda/nepravda, vybrať si z ponúkaných možností.",,,
683,sj1-o-011,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Funkcie jazyka,,"Vyjadrenie návrhu a reakcia naň: požiadať o niečo, odpovedať na vyjadrenie vďaky, poďakovať sa, ponúknuť pomoc.",,,
684,sj1-o-012,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Funkcie jazyka,,"Korešpondencia: porozumieť listu, vhodne začať list, oslovenie, vhodne ukončiť list, napísať pozdrav z výletu, k sviatkom, napísať krátku textovú správu, blahoželanie, pozvánku.",,,
685,sj1-o-013,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Funkcie jazyka,,"Reagovanie na udalosť: blahoželať, pozvať a reagovať na pozvanie.",,,
686,sj1-o-014,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Funkcie jazyka,,"Reagovanie na príbeh a dej rozprávky: vyjadriť, či sa príbeh alebo rozprávka páči alebo nepáči, vyjadriť porozumenie príbehu alebo rozprávky aj neverbálne.",new,,
687,sj1-o-015,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Funkcie jazyka,,"Uskutočnenie audio/video hovoru: vhodne začať audio/video hovor, vyjadriť neporozumenie, požiadať o zopakovanie, požiadať o vysvetlenie povedaného, vhodne ukončiť audio/video hovor.",,,
688,sj1-o-017,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Pojmové okruhy,Vyjadrenie existencie: sloveso byť v prítomnom a minulom čase.,,,
689,sj1-o-018,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Pojmové okruhy,"Vyjadrenie vlastníctva: sloveso mať v prítomnom a minulom čase; privlastňovacie zámená: môj, moja, moje, tvoj, tvoja, tvoje, náš, naša, naše.",,,
690,sj1-o-019,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Pojmové okruhy,"Vyjadrenie smeru: pojmami tam, hore, dole/dolu, dopredu, dozadu, doprava, doľava; používaním predložiek od, do, z, zo s genitívom; používaním predložiek k, ku s datívom; používaním predložky cez s akuzatívom.",,,
691,sj1-o-020,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Pojmové okruhy,"Vyjadrenie polohy: pojmami tu, tam, hore, dole/dolu, vpredu, vzadu, vľavo, vpravo, používaním predložiek na, pod, nad, za, pred s akuzatívom, používaním predložiek v, na, pri s lokálom, používaním predložiek za, pred, nad, pod s inštrumentálom.+M4396",,,
692,sj1-o-021,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Pojmové okruhy,"Vyjadrenie situácie: pojmami blízko, ďaleko; používaním predložky o s lokálom; používaním predložiek s, so s inštrumentálom.",,,
693,sj1-o-022,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Pojmové okruhy,"Vyjadrenie veľkosti: pojmami veľký, malý.",,,
694,sj1-o-023,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Pojmové okruhy,"Vyjadrenie časových vzťahov: pojmami minulý týždeň, minulý rok, budúci týždeň, budúci rok, časti dňa, dni v týždni; určením času pojmami: celé hodiny, včera, dnes, zajtra, predvčerom, pozajtra.",,,
695,sj1-o-024,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Pojmové okruhy,"Vyjadrenie kvantitatívnych vzťahov: vek žiaka, vek rodičov žiaka, vek súrodencov žiaka a počtu predmetov základnými určitými číslovkami do 100, základnými neurčitými: veľa, málo.",,,
696,sj1-o-025,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Pojmové okruhy,"Vyjadrenie poradia: radovými číslovkami: prvý, druhý, tretí, štvrtý, piaty, šiesty, siedmy, ôsmy, deviaty, desiaty a pojmami prvý, posledný.",,,
697,sj1-o-094,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Pojmové okruhy,"Vyjadrenie tvaru: okrúhly, oválny, guľatý.",new,,
698,sj1-o-095,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Pojmové okruhy,"Vyjadrenie postavy: vysoká, nízka; vyjadrenie farby: biela, žltá, červená, modrá, zelená, čierna, hnedá, fialová, oranžová, sivá, ružová.",,,
699,sj1-o-096,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Pojmové okruhy,"Jazykové a neverbálne prostriedky v ústnej komunikácii a interakcii, ktoré sú dôležité pre správne porozumenie a vyjadrenie v reči: prízvuk, dôraz, tempo, rytmus, prestávka, melódia; oslovenia; mimika, gestá, pohľad očí, podávanie ruky, postoj, vzdialenosť s komunikujúcim v danej komunikačnej situácii, udržiavanie kontaktu zrakom, vzdialenosťou a polohou tela.",,,
700,sj1-o-097,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Pojmové okruhy,"Jednoduchý opis niekoho alebo niečoho na základe osnovy a pomocných otázok, jednoduchá charakteristika niekoho na základe pomocných otázok.",,,
701,sj1-o-026,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Lexikológia,Rozvoj slovnej zásoby: osvojovanie 400 – 500 slov a frazeologických spojení aktívne a 200 – 250 slov a slovných spojení pasívne za 1. cyklus.,,,
702,sj1-o-027,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Lexikológia,"Porozumenie významu pojmov: abeceda, veta, slovo, slabika, hláska, samohláska, spoluhláska, dvojhláska, písmeno, tlačené písmeno, písané písmeno, veľké písmeno, malé písmeno, bodka, otáznik, výkričník, text, rozhovor, dialóg, nadpis, ilustrácia, list, pozdrav, pozvánka, čítanie, písanie, počúvanie, odpisovanie, doplňovanie, dokončenie, slabikovanie, delenie slov na slabiky, tvorba slov, tvorba slov z písmen, tvorba slov zo slabík, tvorba viet, tvorba viet zo slov, otázka, tvorba otázok, odpoveď, tvorba odpovedí.",new,,
703,sj1-o-030,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Zvuková stránka reči a pravopis,"Správna výslovnosť hlások slovenskej abecedy: spoluhlásky h, ch, ľ, slabikotvorné spoluhlásky ĺ, ŕ, samohlásky a, á, e, é, ä, ó, dvojhlásky ia, ie, iu, ô, hláskové skupiny a slová, v ktorých dochádza k spodobovaniu.",new,,
704,sj1-o-031,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Zvuková stránka reči a pravopis,Odlišnosti a rovnosti vo výslovnosti medzi slovenskými a maďarskými hláskami.,,,
705,sj1-o-032,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Zvuková stránka reči a pravopis,"Správna artikulácia slovenských foném a správne čítanie ich písaných tvarov s využitím osvojených vedomostí a zručností z maďarského jazyka, uvedomenie si kontrastívnych znakov maďarskej a slovenskej abecedy, aplikácia odlišností a rovností medzi slovenským a maďarským jazykom.",,,
706,sj1-o-033,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Zvuková stránka reči a pravopis,"Slovenská abeceda, písmená slovenskej abecedy a ich správna aplikácia.",,,
707,sj1-o-034,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Zvuková stránka reči a pravopis,"Písanie dátumu – odlišné písanie v maďarskom a slovenskom jazyku, písanie oslovenia.",,,
708,sj1-o-035,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Morfológia,Používanie 2. a 3. gramatickej osoby jednotného čísla a 1. gramatická osoba množného čísla činnostných slovies v rámci tematických okruhov.,,,
709,sj1-o-036,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Morfológia,Používanie prítomného a minulého času slovies v rámci tematických okruhov.,,,
710,sj1-o-037,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Morfológia,"Používanie najfrekventovanejších zvratných slovies, ktoré sa týkajú tematických okruhov ľudské telo, starostlivosť o zdravie, vzdelávanie a práca, obchod a služby.",,,
711,sj1-o-038,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Morfológia,Používanie rodu a čísla najfrekventovanejších podstatných mien v rámci tematických okruhov.,,,
712,sj1-o-039,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Morfológia,Zhoda prídavných mien s najfrekventovanejšími podstatnými menami.,,,
713,sj1-o-040,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Morfológia,"Používanie základných určitých, neurčitých a radových čísloviek v spojení s podstatnými menami v rámci tematických okruhov.",,,
714,sj1-o-041,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Syntax,"Jednoduchá veta: tvorenie jednoduchých viet – oznamovacie, opytovacie – s využitím osvojenej slovnej zásoby a vedomostí z maďarského jazyka.",,,
715,sj1-o-098,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Syntax,Tvorba viet na základe vetných modelov.,new,,
716,sj1-o-042,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Jazykové prostriedky,Vetné modely,"Pomenovanie osôb, zvierat a vecí: všeobecný podmet – slovesno-menný prísudok.",,,
717,sj1-o-043,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Jazykové prostriedky,Vetné modely,"Pomenovanie činnosti osôb, zvierat: podmet – slovesný prísudok.",,,
718,sj1-o-044,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Jazykové prostriedky,Vetné modely,Pomenovanie činností vzťahujúcich sa na 1. a 2. gramatickú osobu: podmet – slovesný prísudok.,,,
719,sj1-o-045,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Jazykové prostriedky,Vetné modely,"Pomenovanie vlastnosti osôb, zvierat a vecí: podmet – slovesno-menný prísudok.",,,
720,sj1-o-046,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Jazykové prostriedky,Vetné modely,"Určenie miesta, času a spôsobu: podmet – slovesný prísudok – príslovkové určenie miesta, času, spôsobu.",,,
721,sj1-o-047,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Jazykové prostriedky,Vetné modely,Tvorenie jednoduchej vety s priamym predmetom: podmet – prísudok – priamy predmet.,,,
722,sj1-o-048,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Jazykové prostriedky,Vetné modely,Vyjadrenie vlastníctva niečoho alebo niekoho so slovesom mať: podmet – prísudok vyjadrený slovesom „mať“ – predmet.,,,
723,sj1-o-049,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Jazykové prostriedky,Vetné modely,Tvorenie jednoduchej vety s rozvitým priamym predmetom pomocou prívlastku: podmet – prísudok – prívlastkom rozvitý priamy predmet.,,,
724,sj1-o-051,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Sociolingválna zložka,,"Sprievodné gestá na podporu komunikácie v produkcii, interakcii a očný kontakt.",,,
725,sj1-o-052,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Sociolingválna zložka,,"Spoločenské konvencie: návštevy kultúrnych podujatí, oslavy v rodine, oblečenie, správanie sa v súkromných a verejných priestoroch.",new,,
726,sj1-o-053,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Sociolingválna zložka,,Pozdravy a základné zdvorilostné frázy tvoriace rámec situačných rozhovorov.,,,
727,sj1-o-054,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Sociolingválna zložka,,"Súkromná a verejná komunikácia: vhodné formy oslovenia v škole a mimo školy, tykanie a vykanie vo verejnom a súkromnom komunikačnom prostredí, rozhovory doma a v škole, pri nákupoch, ústne blahoželanie, pozdravy z výletov, SMS primerané veku a jazykovej úrovni žiakov.",update,,
728,sj1-o-055,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Sociolingválna zložka,,Vybrané aspekty každodenného života žiaka.,,,
729,sj1-o-056,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Sociolingválna zložka,,"Vybrané sviatky, zvyky a tradície: Vianoce a vianočné vinše, Veľká noc, veľkonočné sviatky.",,,
730,sj1-o-058,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Tematické okruhy,,"Rodina a spoločnosť: členovia rodiny, priatelia, meno žiaka, rodičov a súrodencov, vek žiaka, rodičov a súrodencov, zamestnanie členov rodiny, sviatky.",,,
731,sj1-o-059,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Tematické okruhy,,"Domov a bývanie: dom, byt, miestnosti v dome alebo byte, zariadenie v dome alebo byte, činnosti v jednotlivých miestnostiach, domáce práce, práca okolo domu, v záhrade, pomoc v domácnosti, orientácia v meste alebo v dedine.",,,
732,sj1-o-060,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Tematické okruhy,,"Voľný čas a záľuby: rok, mesiac, týždeň, dni v týždni, pracovný deň, sviatok, dátum, určenie času, časti dňa, začiatok a koniec školského roka, ročné obdobia, prázdniny.",,,
733,sj1-o-061,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Tematické okruhy,,"Doprava a cestovanie: dopravné prostriedky, cesta do školy, kultúra cestovania.",,,
734,sj1-o-062,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Tematické okruhy,,"Ľudské telo, starostlivosť o zdravie: ľudské telo, zdravie, choroba, nehoda, úraz, osobná hygiena, u lekára, u zubára, obliekanie podľa počasia, zdravá výživa, životospráva, šport, vychádzky, exkurzie, výlety, hry v prírode.",,,
735,sj1-o-063,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Recepcia,Tematické okruhy,,"Vzdelávanie a práca: škola, trieda, budova a okolie školy, personál školy, zariadenie triedy, režim dňa, učebné predmety, rozvrh, učebné pomôcky, domáca príprava a činnosti žiaka v škole, vysvedčenie, kalendár, časti dňa, školský rok, sviatky, prázdniny, dištančné/on-line vzdelávanie, digitálne technológie.",new,,
736,sj1-o-064,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Tematické okruhy,,"Obchod a služby: samoobsluha, tržnica, kultúra nakupovania, spôsob nákupu a platenia, tovar, množstvo, základné potraviny, zelenina, ovocie, kvety, kupovanie darčekov.",,,
737,sj1-o-065,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Tematické okruhy,,"Človek a príroda: domáce zvieratá a ich mláďatá, lesné a poľné zvieratá, sťahovavé vtáky, rastliny z okolia žiaka, ročné obdobia, premena prírody a činnosti ľudí a zvierat podľa ročných období, starostlivosť o zvieratá, aktuálne počasie, činnosti v záhrade.",,,
738,sj1-o-066,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Tematické okruhy,,"Naša vlasť: mesto, dedina, adresa bydliska žiaka, bydlisko starých rodičov.",,,
739,sj1-o-067,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Súvislé a nesúvislé texty obsahovo zamerané na tematické okruhy,"Jednoduchý opis osoby, predmetu, zvieraťa.",,,
740,sj1-o-068,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Súvislé a nesúvislé texty obsahovo zamerané na tematické okruhy,"Texty osobného charakteru: list, krátka textová správa, blahoželanie, pozvánka.",new,,
741,sj1-o-069,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Súvislé a nesúvislé texty obsahovo zamerané na tematické okruhy,Jednoduchá charakteristika.,,,
742,sj1-o-070,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Súvislé a nesúvislé texty obsahovo zamerané na tematické okruhy,"Texty spojené so školským prostredím: pokyny v učebniciach a pracovných zošitoch, rozvrh hodín, pozvánky, jednoduché formuláre.",,,
743,sj1-o-071,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Súvislé a nesúvislé texty obsahovo zamerané na tematické okruhy,Verejné nápisy a tabule.,update,,
744,sj1-o-072,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Súvislé a nesúvislé texty obsahovo zamerané na tematické okruhy,"Reklamné texty: plagáty, jedálny lístok v školskej jedálni.",,,
745,sj1-o-073,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Súvislé a nesúvislé texty obsahovo zamerané na tematické okruhy,"Publicistické texty v detských časopisoch a na internete: jednoduché rozhovory, krátke správy.",,,
746,sj1-o-099,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Literárne texty,Zjednodušené verzie rozprávok známe z materinského – maďarského jazyka.,new,,
747,sj1-o-100,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Literárne texty,"Ľudové hádanky, ľudové riekanky, ľudové spievanky.",update,,
748,sj1-o-101,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Literárne texty,Texty slovenských detských piesní a detských hier.,new,,
749,sj1-o-102,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Literárne texty,"Dramatické drobné útvary, bábkové hry.",new,,
750,sj1-o-103,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Literárne texty,Poézia pre deti od slovenských autorov.,,,
751,sj1-o-104,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Literárne texty,"Autorské rozprávky od slovenských spisovateľov, jednoduché príbehy zo života detí.",,,
752,sj1-o-105,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Literárne texty,Umelecko-náučná literatúra pre najmenších.,new,,
753,sj1-o-106,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Literárne texty,"Obrázkové príbehy, kreslené rozprávky od slovenských autorov.",new,,
754,sj1-o-107,Slovenský jazyk a slovenská literatúra,1,Obsahový štandard,Recepcia,Druhy textov,Literárnovedné pojmy známe z maďarského jazyka a literatúry,"Porozumenie významu pojmov: text, príbeh, rozprávka, báseň, hádanka, riekanka, vyčítanka, pieseň, hra, bábková hra, rozhovor, postava, autor, spisovateľ, básnik, rozprávač, nadpis, ilustrácia, čítanie, počúvanie, dokončenie, tvorba viet, tvorba otázok, tvorba odpovedí, dialóg, otázka, odpoveď.",new,,
755,sj1-v-108,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Ústny prejav,,Primerane a s porozumením reagovať na bežné pokyny a pozdravy v slovenskom jazyku.,,,
756,sj1-v-109,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Ústny prejav,,Používať tykanie a vykanie podľa vzťahu ku komunikačnému partnerovi.,,,
757,sj1-v-110,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Ústny prejav,,Primerane reagovať verbálne a neverbálne počas dialógu.,,,
758,sj1-v-111,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Ústny prejav,,Ústne vyjadriť svoje myšlienky v slovenskom jazyku v každodenných praktických situáciách na úrovni primeranej veku a schopnostiam.,,,
759,sj1-v-112,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Ústny prejav,,Aplikovať osvojené pravidlá potrebné na veľmi jednoduchú ústnu komunikáciu v slovenskom jazyku.,,,
760,sj1-v-113,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Ústny prejav,,Požiadať a odpovedať na žiadosť o informáciu.,,,
761,sj1-v-114,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Ústny prejav,,Samostatne rozprávať na základe osvojených vetných modelov.,,,
762,sj1-v-115,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Ústny prejav,,Vyjadriť svoje potreby a pocity jazykovo a sociálne primeraným spôsobom.,,,
763,sj1-v-116,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Ústny prejav,,Tvoriť jednoduché otázky a odpovede v rámci tematických okruhov.,,,
764,sj1-v-117,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Ústny prejav,,Primerane používať jazykové a neverbálne prostriedky v komunikácii.,,,
765,sj1-v-118,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Písomný prejav,,Rozlišovať a používať písmená slovenskej a maďarskej abecedy.,,,
766,sj1-v-119,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Písomný prejav,,Používať interpunkčné znamienka známe z maďarského jazyka.,,,
767,sj1-v-120,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Písomný prejav,,Pri delení slov na slabiky využívať osvojené vedomosti z maďarského jazyka.,,,
768,sj1-v-121,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Písomný prejav,,Rozdeľovať známe slová s dvojhláskami a so slabikotvornými spoluhláskami na slabiky.,,,
769,sj1-v-122,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Písomný prejav,,"Správne písať známe slová obsahujúce slabiky de, te, ne, le, di, ti, ni, li.",,,
770,sj1-v-123,Slovenský jazyk a slovenská literatúra,1,Výkonový štandard,Produkcia,Písomný prejav,,Podľa vzoru a po príprave písomne odpovedať na otázky k známym textom.,,,
